text;;
"Situasi Simpang Siliwangi lancar 2019 03 18 08:09
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/nRvtsaSRIG";;
"Situasi Simpang Jatijajar lancar 2019 03 18 08:07
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/lt9wEjaWBe";;
"Situasi Simpang Polsek Sukmajaya lancar 2019 03 17 15:18
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/XzVOk9zwWV";;
"Situasi Simpang GDC - Citayam lancar 2019 03 17 15:18 @Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/3bpmZMFAwk";;
"Situasi Simpang Cinere ramai lancar 2019 03 17 15:17
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/rVIrsMnm3A";;
"Situasi Simpang Kartini ramai lancar 2019 03 17 15:16
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/lbH3hnlcDK";;
"Situasi Simpang Al-Huda ramai lancar 2019 03 17 15:15
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/FVayQ7HMdD";;
"Situasi Simpang Bojong Sari lancar 2019 03 17 15:14
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/Gkhh2mC7F8";;
"Situasi Simpang Ramanda ramai lancar 2019 03 17 15:10
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/sXZRn9WXfp";;
"Situasi Simpang Siliwangi lancar 2019 03 17 15:09
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/NabPZpGdNX";;
"Situasi Simpang Jatijajar ramai lancar 2019 03 17 15:08
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/aVQ7gGRmiw";;
"Situasi Simpang Cilodong lancar 2019 03 17 15:08
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/BmqqwgZMIc";;
"Situasi Simpang PAL ramai lancar 2019 03 17 15:08
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/Rs1yrTTQkZ";;
"Belasungkawa yang sedalam-dalamnya atas Banjir Bandang di Sentani, Jayapura (16/3/19).
Semoga Allah SWT memberikan kekuatan dan ketabahan bagi saudara-saudara kita yang terkena musibah tersebut
#PrayForJayapurapic.twitter.com/Awnu1WyO5w";;
"Situasi Simpang PAL UI ramai lancar 2019 03 17 12:45
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/4qfuZJ5gcH";;
"Situasi Simpang Ramanda ramai lancar 2019 03 17 12:45
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/6y72SJVIpp";;
"Situasi Simpang Jatijajar ramai lancar 2019 03 17 12:45
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/gIBrNUfDem";;
"Situasi Simpang Cilodong lancar 2019 03 17 12:45
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/gckzjJLw1h";;
"Situasi Simpang Siliwangi lancar 2019 03 17 12:44
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/QkBDO9YGjr";;
"Situasi Simpang Kartini ramai lancar 2019 03 17 12:42
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/81R00rIGsA";;
"Situasi Simpang Polsek Sukmajaya lancar 2019 03 17 12:41
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/HQiUnCDCKB";;
"Situasi Simpang GDC - Citayam lancar 2019 03 17 12:41
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/6h6aeVHuKt";;
"Situasi Simpang Bojong Sari lancar 2019 03 17 12:36
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/u8w4opVD7t";;
"Situasi Simpang Kodim ramai lancar 2019 03 17 12:36
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/5rzeOMiwc6";;
"Situasi Simpang Al-Huda ramai lancar 2019 03 17 12:35
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/ca81vy6BUK";;
"Situasi Simpang Cinere ramai lancar 2019 03 17 12:34
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/9MQVEttxS6";;
"Yth, pemkot depok, tolong jln di dekat ujung fly over arief rahman hakiem, yg arah kr jln nusantara lobangnya pd ditambel.dalem2 bgt. 
@RadioElshinta @IdrisAShomad";;
Ga kebayang....klo udh jadi mall dan apartement di turunan arah putar balik GDC akan crowdednya...‍#PemkotDepok @IdrisAShomad pic.twitter.com/pSjpKmFGfE;;
hukuman yang pantas, dia ditembaki juga pak... rata mulai dari kepalanya sampai kaki...;;
Baker aja.....;;
btw..trotoarnya belah mana yk? ancur minah gtuh..;;
Jalur sibuk, jangan nunggu ada warga yg celaka. Cabut pagar besi pembatas jalan, bangun zebra cross. Sudah ganti tahun, tdk ada perubahan.;;
Pak @IdrisAShomad  kok ga kasih komen ucapan atau kutukan keras atas terjadinya serangan teroris di NZ ? https://twitter.com/IdrisAShomad/status/1106496772816302080 …;;
Saya tiap hari lewat jalan raya GDC berasa jalan di track nya moto cross pak...ini baru di bikin jg pak?coba deh lwt naik motor dari gerbang GDC sampai POM bensin Ps pucung dekat rumah bapak , apalagi klo malam pak . Jamin adrenalin meningkat...;;
D tunggu omongannya d dubes Selandia baru....jgn omdo yah;;
Saya bertanya pak Wali, kenapa untuk pengurusan pengindukan sekolah non formal Homeschooling jalur inklusif regulasinya tidak jelas, padahal informasi sebelumnya disdik sudah menunjuk smpn 19 Depok untuk pengindukan, tapi setelah kami ke sekolah tersebut, jawabannya kuota penuh.;;
"3. Mendesak kepada pihak Selandia Baru untuk mengusut tuntas serta menghukum pelaku seberat-beratnya sesuai hukum berlaku.
#prayfornewzeland";;
"2. Bersama-sama minta kepada Pemerintah Indonesia sebagai negara muslim terbanyak di dunia untuk mengutuk pelaku pembantaian.
#prayfornewzeland";;
"Belasungkawa yang sedalam-dalamnya atas Tragedi Kemanusiaan
di dua masjid Kota Christchurch, Selandia Baru, Jum’at, 15/03/2019.
Oleh karenanya, saya mengajak masyarakat untuk:

1. Melakukan SHALAT GHAIB dan membaca doa QUNUT NAZILAH untuk mengutuk pelaku kezholiman tersebut.pic.twitter.com/AjWdoqpr4p";;
"Jalur sepeda margonda depok malam ini. Bonus parkir liar plus bekas galian 
Cakep nih kl udah rapih, apalagi garis kuning penanda jalur sepeda di cat lg kang @ridwankamil cc @IdrisAShomad @DinasPUPR @restadepok @TMCPoldaMetro @B2WIndonesia @ndlahombike @pln_123 @TirtaAsastapic.twitter.com/f0TldZcajS";;
Pancoran mas masuk list ga ya;;
@IdrisAShomad mas Idris jalan2 lah ke Tapos k sungai Cipaeum. Lihat pemandangan sungai Mu penuh dengan sampah. Klo ga sanggup bersihin, mundur aja!!!;;
Keren makin terang #depok @IdrisAShomad https://twitter.com/republikaonline/status/1106513380406251521 …;;
masih kurang 91 biar 1000 tuh....  #Depokers #Margonda #lampujalanan @info_depok @IdrisAShomad https://twitter.com/republikaonline/status/1106513380406251521 …;;
Assalamu'alaikum warahmatullahi wabarakatuh Pak Walkot, ini galian PDAM di Margonda berantakan banget. Pastinya juga bikin macet, dah gitu finishingnya juga ga rapih di beberapa titik, emang standar finishingnya seperti itu atau emang masih belum kelar?;;
"Pagi tadi berkesempatan melihat komunitas BMX Kota Depok lakukan uji coba arena BMX/Skateboard di alun-alun Kota.
.
(Depok, 15/03/2019)pic.twitter.com/Y99sNgSQaj";;
Porpemkot Depok 2019 Resmi di Buka http://humas.depok.go.id/porpemkot-depok-2019-resmi-di-buka/ … @idrisAShomad @sahabatidris @ pradi_supriatna;;
"Ujian Internal Audit untuk ISO 270001. @IdrisAShomad
#ukpbj_depok #lpsedepok #pemkot #depok #pemkotdepokpic.twitter.com/is9p0WOkfP";;
"Situasi Simpang Cilodong ramai lancar 2019 03 15 15:04
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/DHTYbI0NKi";;
"Situasi Simpang PAL UI  ramai lancar 2019 03 15 15:03
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Prad pic.twitter.com/qcGCd0mhbm";;
"Situasi Simpang Ramanda  ramai lancar 2019 03 15 15:02
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/by6mOc4Vel";;
"Situasi Simpang Siliwangi  ramai lancar 2019 03 15 15:01
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/s3EnQyDLJs";;
"Situasi Simpang Jatijajar  ramai lancar 2019 03 15 15:00
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/MMx8iPtBuB";;
Maaf pak bisa sertakan foto dan berikan alamat yg lengkap utk lokasi tsb. Terimakasih;;
baik, laporan kami sampaikan kepada @DinasPUPR @satgas_SDA untuk evaluasi dan tindak lanjut. Aplikasi SIGAP Depok, dapat diunduh melalui play store https://play.google.com/store/apps/details?id=com.depok.sigap …pic.twitter.com/edWZkarGzR;;
mohon info lokasi spanduk tersebut ? untuk evaluasi dan tindaklanjut. terima kasih , cc @PolPPDepok @hajikusumo;;
baik, laporan kami sampaikan kepada @Dishub_Dpk @atcs_dishub @PolPPDepok untuk evaluasi dan tindak lanjut. Aplikasi SIGAP Depok, dapat diunduh melalui play store https://play.google.com/store/apps/details?id=com.depok.sigap …pic.twitter.com/a1MN5d64Yd;;
baik, laporan kami sampaikan kepada @PolPPDepok @hajikusumo untuk evaluasi dan tindaklanjut. dan mohon diinfokan juga lokasi tepat nya.  Aplikasi SIGAP Depok, dapat diunduh melalui play store https://play.google.com/store/apps/details?id=com.depok.sigap …pic.twitter.com/E35r8921U2;;
@DinasPUPR  Jln Gama Setia Raya Komplek Pelni Baktijaya Sukmajaya di bagian ujung arah jalan Juanda rusak parah, rawan kecelakaan terutama pengendara motor. Mohon segera diperbaiki. @manto_dpk @IdrisAShomad @pradi_supriatna @Humas_depokpic.twitter.com/CBA;;
"Meski sy warga bekasi, sy bantu RT ya kak.

Semoga ngerasa nih pak walkotnya dah dimensen warga.";;
"Situasi Simpang PAL UI  ramai lancar 2019 03 15 07:55
@Dishub_Dpk @pemkotdepok @IdrisAShomad
@Bang_Pradi pic.twitter.com/3M9tkFgCkp";;
"Situasi Simpang Cilodong lancar 2019 03 15 07:55
@Dishub_Dpk @pemkotdepok @IdrisAShomad
@Bang_Pradi pic.twitter.com/8G4s6GiynF";;
"Situasi Simpang Ramanda ramai lancar 2019 03 15 07:53
@Dishub_Dpk @pemkotdepok @IdrisAShomad
@Bang_Pradi pic.twitter.com/G8hAsomAEg";;
"Situasi Simpang Siliwangi Lancar 2019 03 15 07:53
@Dishub_Dpk @pemkotdepok @IdrisAShomad
@Bang_Pradi pic.twitter.com/FlcwzaWaMW";;
"Situasi Simpang Jatijajar Ramai lancar 2019 03 15 07:53
@Dishub_Dpk @pemkotdepok @IdrisAShomad
@Bang_Pradi pic.twitter.com/3oxRKyIdxc";;
"Walikota @IdrisAShomad Depok Buka Acara Musrenbang Kota 2019
https://youtu.be/Y8YnDF0ss-I ";;
@IdrisAShomad @atcs_dishub @restadepok lampu penerangan di puteran GDC tlg jg dong diurus dinyalakan skrg jln tsb jd tempat utma berputar tp penerangan ga ada  https://news.detik.com/berita/d-4467839/demi-keamanan-depok-akan-tambah-penerangan-jalan-umum-d;;
Siapa yg bener sih ini ??? Jangan2 ga ada yg bener... Udh lama seperti ini , apa tunggu jatuh korban? Bukan hanya jalan tp penerangan jg minim @pemkotdepok @GDC_id @IdrisAShomad http://poskotanews.com/2019/03/14/jalan-kawasan-gdc-sukmajaya-hancur-anggota-dprd-depok-siap-panggil-pengembang/ …;;
Penutupan Musrembang kota depok ditutup bpk wakil wali kota depok, bpk Pradi Supriatna. @Bang_Pradi #pemkot #pemkotdepok #depok24jam #diskominfo #depok #ukpbj #ukpbj_depokpic.twitter.com/E98Jdy9INj;;
Kegiatan penanggulangan longsor Kel. Sukamaju baru @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/ciapAyfpML;;
Kegiatan membersihkan sampah & tumbuhan liar kali baru @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/tR6O80dgDG;;
Kegiatan normalisasi situ citayem Kel. Pondok terong @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/9KDcLSWBVL;;
Kegiatan membersihkan sampah & tumbuhan liar situ tipar @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/F5QUqw8sZq;;
Kegiatan membersihkan sampah kali Laya taman duta @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/7xful3U0V0;;
Kegiatan lanjutan. Normalisasi kali Pesanggrahan Kel. Meruyung @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/RcgmHzLs3c;;
Kegiatan membersihkan sampah kali cabang barat jl. H terin pangkalan jati @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/D1b4zTW89E;;
Kegiatan membersihkan  kali cabang timur jl. Pipa gas @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/I3YzbrKRd4;;
Kegiatan membersihkan sampah kali cabang timur balai kota @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/GLEZDGpXI1;;
Kegiatan lanjutan normalisasi kali Pesanggrahan Kel. Pasir putih @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/2qg8L1cHH4;;
Kegiatan perbaikan turap kali cikumpa Kel. Jatimulya @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/GQKSIgNdlQ;;
"14/03/2019
Kunjungan Edukasi TKIT Mutiara Islam 2
#kunjunganedukasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/ULRkisKeZc";;
"14/03/2019
Layanan Perpustakaan Keliling di RA As-Sa'adatain
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/yQMNzy2d71";;
"14/03/2019
Layanan Perpustakaan Keliling di SD Islam Plus As-Sa'adatain
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/kGUjMhIV8s";;
"14/03/2019
Layanan Perpustakaan Keliling di MI Raudlatul Atfhal
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/qqTNd7zKrm";;
Musrenbang kota depok di Hotel Wiyata 13-14 Maret 2019 @idrisashomad @Bang_Pradi #pemkot #pemkotdepok #depok24jam #diskominfo #depokpic.twitter.com/fBcqKqzJhK;;
"Situasi Simpang PAL UI  padat 2019 03 14 07:56
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/BK1Kpcxnrj";;
"Situasi Simpang Cilodong lancar 2019 03 14 07:55
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/iJiCb3J2AT";;
"Situasi Simpang Ramanda ramai lancar 2019 03 14 07:52
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/0hSqGZgXx6";;
"Situasi Simpang Siliwangi lancar 2019 03 14 07:50
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/2fixNOjnPe";;
"Situasi Simpang Jatijajar ramai lancar 2019 03 14 07:48
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/Vpdj27gArz";;
"5. Percepatan pengurangan Kemiskinan dan pengangguran
6. Meningkatkan kualitas Sumber Daya Manusia yang kokoh dan mandiri

(Depok, 13/03/2019)pic.twitter.com/FZIHrCPbHG";;
"2. Meningkatkan Daya saing Ekonomi melalui pengembangan Ekonomi Kreatif
3. Meningkatkan kualitas Lingkungan Hidup
4. Meningkatkan ketahanan keluarga dan sosial kemasyarakatan yang ramah dan religiuspic.twitter.com/wS887h4To7";;
"Musrenbang tingkat kota merupakan upaya penyempurnaan rancangan Rencana Kerja Pembangunan Daerah Kota Depok (RKPD) untuk tahun 2020 yang diprioritaskan untuk:
1. Membangun Infrastruktur publik dan penataan Kota yang ramah  dan nyamanpic.twitter.com/FbOsZwlXtM";;
Wali Kota Kenalkan Logo Hari Jadi Kota Depok Ke-20 http://humas.depok.go.id/wali-kota-kenalkan-logo-hari-jadi-kota-depok-ke-20/ … @idrisAShomad @sahabatidris;;
Wali Kota Membuka Musrenbang Kota Depok Tahun 2019 http://humas.depok.go.id/wali-kota-membuka-musrenbang-kota-depok-tahun-2019/ … @idrisAShomad @sahabatidris;;
"Musrembang Tingkat Kota Depok, dibuka Bpk Wali kota Depok KH.Dr.Mohammad Idris, M.A @idrisashomad @bang_pradi
#musyawarah #pemkot #depok #pemkotdepok #diskominfodepok #ukpbj_depokpic.twitter.com/7h9uak9IMz";;
"13/03/2019
Layanan Perpustakaan Keliling di SD Islam Husnul Khatimah Azhari
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/u19AnMXUdx";;
"13/03/2019
Layanan Perpustakaan Keliling di SDN Pangkalan Jati 2
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/dsjLAU7xgO";;
Mohon mf atas ketidaknyamanannya. Utk sementara dilakukan pengurukan, sehubungan persediaan material (Hotmix) habis, maka Bid Pemeliharaan Jln & Jembatan menunggu pengadaan berikutnya di bln April 2019. Terimakasihpic.twitter.com/DYhBrabpbz;;
"Senyum semangat & bahagia bersama Bang pradi_supriatna dalam Musrenbang Kota pemkotdepok Tahun 2019.
.
""Pemantapan Infrastruktur dalam Upaya Peningkatan Daya Saing Ekonomi dan… https://www.instagram.com/p/Bu7s27RHfEz/?utm_source=ig_twitter_share&igshid=1er3j2g8h0eh3 …";;
Pembinaan Barjas Bagi PPK dibuka Oleh Asisten Administrasi dan Umum @IdrisAShomad @depokdiskominfo @diskominfodepok @pemkotdepokpic.twitter.com/RTAtWgdtme;;
"Pelatihan E-Pengadaan langsung diruang bidding LPSE bagi para Pejabat Pengadaan Lingkup Dinas PUPR.
@IdrisAShomad @depokdiskominfo @diskominfodepok @pemkotdepok @DinasPUPRpic.twitter.com/OjO9e7SyjN";;
"Situasi Simpang Polsek Sukmajaya lancar 2019 03 13 07:59
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/MX8ffr8VgU";;
"Situasi Simpang Kartini lancar 2019 03 13 07:58
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/FiwYBB4opf";;
"Situasi Simpang Cinere lancar 2019 03 13 07:57
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/9z6vXiSnVJ";;
"Situasi Simpang Kodim ramai lancar 2019 03 13 07:57
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/ey0HNMiWRR";;
"Situasi Simpang GDC ramai lancar 2019 03 13 07:57
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/k3tQY5G9Th";;
"Situasi Simpang Bojong Sari  lancar 2019 03 13 07:55
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/5GNdWhjOm6";;
"Situasi Simpang Al-Huda lancar 2019 03 13 07:56
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/8u8P242Flu";;
"Situasi Simpang Ramanda ramai lancar 2019 03 13 07:47
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/3F3QtkQnOE";;
"Situasi Simpang Cilodong lancar 2019 03 13 07:49
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/ucF1O8puyl";;
"Situasi Simpang PAL ramai lancar 2019 03 13 07:46
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/Ukxcnh6ReV";;
"Situasi Simpang Siliwangi ramai lancar 2019 03 13 07:46
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/iObOuKpTFU";;
"Situasi Simpang Jatijajar ramai lancar 2019 03 13 07:46
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/K4Iqcrevo5";;
Rapat lanjutan dengan para pengelola toko dan pasar modern tentang pengurangan penggunaan kantong belanja plastik @pemkotdepok @IdrisAShomad @kaniaprspic.twitter.com/HrcN04zMsL;;
Pelatihan menjahit hasil musrenbang dari Kecamatan Sawangan dan Bojongsari tanggal 11 s/d 14 Maret 2019. Jumlah peserta sebanyak 30 orang, berlokasi di Godong Ijo @pemkotdepok @IdrisAShomad @kaniaprspic.twitter.com/bl2bBVmTFV;;
Terima kasih untuk infonya....;;
Kegiatan Pelatihan Teknik Ekspor dan Impor di Hotel Savero untuk para IKM @pemkotdepok @IdrisAShomad @kaniaprspic.twitter.com/i7hQZAX8mp;;
selamat sore, info dari @DinasSOSIAL4 untuk pendataan PKH akan melalui proses verifikasi oleh fasilitator yang ada di kelurahan tempat domisili, melalui Kasie Kemas yang ada di kelurahan.;;
Kegiatan membersihkan. Sampah kali cabang timur UI @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/GxJVuYncNG;;
Kegiatan penanggulangan longsor RW 14 Kel. Kemiri muka @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/bWodlU8OQl;;
Kegiatan lanjutan membersihkan sampah & tumbuhan liar situ tipar @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/zqIzJU1sM2;;
Kegiatan perbaikan turap kali kumpa Kel. Tirta jaya @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/wwBhhqtOyq;;
Kegiatan normalisasi kali Pesanggrahan Kel. Meruyung @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/2liAojdNOS;;
Kegiatan membersihkan sampah kali Laya taman duta @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/alLrkolS2v;;
Kegiatan lanjutan normalisasi kali Pesanggrahan Kel. Pasir putih @IdrisAShomad @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/EfczXH2ECr;;
terima kasih, laporan kami sampaikan kepada @DinasPUPR @JajemD untuk ditindaklanjuti;;
"bapak @IdrisAShomad mohon di perbaiki pak jalan di raya kota kembang GDC yg menuju ke kalimulya...itu rusak berat...lobang besar2,sangat berbahaya bagi pengendara roda 2,tolong segera diperbaiki
Cc : @depoknews";;
terima kasih, laporan disampaikan kepada @Dishub_Dpk @atcs_dishub , nomor kontak UPT Penerangan Jalan Umum @Dishub_Dpk  021- 87900083 (di jam kantor);;
Wakil Wali Kota Depok, @Bang_Pradi dan Ketua TP PKK Kota Depok, Bunda Elly Farida menerima kunjungan Tim Penilai Lomba Pelaksana Terbaik Posyandu Tingkat Nasional di Ruang Kerja Wakil Wali Kota, Gedung Setda Kota Depok, Selasa (12/03/2019). pic.twitter.com/o39CDhGZ5H;;
Slmt siang admin.. untuk pendataan PKH kecamatan Sukmajaya infonya kemana ya ?? Terima kasih.;;
"12/03/2019
Layanan Perpustakaan Keliling di SDN Gandul 2
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/Ar5bXYWF4K";;
"#Kunjungan Kerja DPRD Kota Padang Terkait ""PENDISTRIBUSIAN KIS dan PKH Kepada Masyarakat Kurang Mampu Dan DPRD Kota Bogor Terkait BASIS DATA TERPADU. @IdrisAShomad @Bang_Pradi @pemkotdepok @BudimanPadangpic.twitter.com/0A9ZiEiQBm";;
"12/03/2019
Layanan Perpustakaan Keliling di SDN Gandul 1
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/uOqn0I1KB0";;
"12/03/2019
Layanan Perpustakaan Keliling di SDN Pangkalan Jati 1
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @catursri25pic.twitter.com/euYNqQxI9u";;
Mohon info nama, no. NIK e-ktp yg diurus, & mengurus di kelurahan mana? Via DM. Terima kasih;;
Sosialisasi Pemilu Serentak Tahun 2019 kecamatan Cipayung & Pancoran mas @IdrisAShomad @Bang_Pradi @pemkotdepok @kesbang_depok @depokdiskominfo @cipayung_cerdas @aresgamat @PKU_MUI_DEPOKpic.twitter.com/1xjSa7lQXi;;
Pak lampu jalan di sekitar jalan Raya cinangka sampai bojongsari pada mati, dan gelap jika. Malam hari, rawan sekali kecelakaan tolong di tindak lanjuti pak @pemkotdepok @Dishub_Dpk @IdrisAShomad;;
"Pemkot DEPOK kapan ? e-KTP saya 2 tahun rusak sampe detik ini ga jadi-jadi...

#tanyaserius @IdrisAShomad @pradi_supriatna @pemkotdepok @depoknews";;
"Situasi Simpang PAL ramai lancar 2019 03 12 08:11
@Dishub_Dpk
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/gAN4ZC0B68";;
